	query	target	id
37625	A0A2B7XYC7	A0A517L855	80.8
37626	A0A2B7XYC7	R1EEN8	80.6
37627	A0A2B7XYC7	Q2UNA0	80.6
37628	A0A2B7XYC7	A0A1J9QW67	80.5
37629	A0A2B7XYC7	W9CNQ9	80.5
37630	A0A2B7XYC7	A0A074WF13	80.5
37631	A0A2B7XYC7	A0A0G2EW25	80.3
37632	A0A2B7XYC7	A0A150V9F0	80.3
37633	A0A2B7XYC7	A0A1C1C6C4	80.3
37634	A0A2B7XYC7	A0A163E1X7	80.2
37635	A0A2B7XYC7	A0A370TVS3	80.2
37636	A0A2B7XYC7	A0A074W4F7	80.2
37637	A0A2B7XYC7	A0A5N5D932	80.0
37638	A0A2B7XYC7	A0A2S7P6M0	79.9
37639	A0A2B7XYC7	A0A395IKF8	79.8
37640	A0A2B7XYC7	A0A2K1QGL6	79.8
37641	A0A2B7XYC7	A0A074YNW2	79.8
37642	A0A2B7XYC7	A0A6A6Y0P5	79.7
37643	A0A2B7XYC7	A0A428PAC1	79.6
37644	A0A2B7XYC7	A0A5N5JXS7	79.4
37645	A0A2B7XYC7	A0A5N5KQM7	79.4
37646	A0A2B7XYC7	A0A559MAH0	79.4
37647	A0A2B7XYC7	A0A1V6UEN6	79.3
37648	A0A2B7XYC7	A0A2S7QS87	79.2
37649	A0A2B7XYC7	A0A428UCX7	79.0
37650	A0A2B7XYC7	A0A2T3YX01	79.0
37651	A0A2B7XYC7	G9NP24	79.0
37652	A0A2B7XYC7	C7ZD82	79.0
37653	A0A2B7XYC7	A0A3M2SL30	79.0
37654	A0A2B7XYC7	A0A4U0TJT0	78.9
37655	A0A2B7XYC7	A0A2P7ZE34	78.9
37656	A0A2B7XYC7	A0A428NE95	78.8
37657	A0A2B7XYC7	A0A2P5HRC7	78.8
37658	A0A2B7XYC7	W3XJD9	78.8
37659	A0A2B7XYC7	A0A2T4BTG5	78.8
37660	A0A2B7XYC7	W2S189	78.8
37661	A0A2B7XYC7	A0A2P4ZJM8	78.7
37662	A0A2B7XYC7	G0RRS1	78.5
37663	A0A2B7XYC7	A0A0G2G1B8	78.5
37664	A0A2B7XYC7	R8BGK6	78.5
37665	A0A2B7XYC7	A0A1J7JQ54	78.5
37666	A0A2B7XYC7	A0A395N9G7	78.4
37667	A0A2B7XYC7	A0A1Y2EKH6	78.4
37668	A0A2B7XYC7	A0A0F9XM87	78.4
37669	A0A2B7XYC7	A0A2T3ZV55	78.4
37670	A0A2B7XYC7	A0A2T3AAA4	78.4
37671	A0A2B7XYC7	A0A420Y6G0	78.2
37672	A0A2B7XYC7	A0A084GCK7	78.2
37673	A0A2B7XYC7	S0DVK4	78.1
37674	A0A2B7XYC7	A0A175W4Q6	78.1
37675	A0A2B7XYC7	A0A2K0WVU4	78.1
37676	A0A2B7XYC7	A0A136J8S2	77.9
37677	A0A2B7XYC7	W7N4L9	77.9
37678	A0A2B7XYC7	A0A7C8IM37	77.9
37679	A0A2B7XYC7	G9N8S0	77.8
37680	A0A2B7XYC7	A0A1V1TC36	77.8
37681	A0A2B7XYC7	A0A1Y2UY51	77.8
37682	A0A2B7XYC7	A0A162MZU6	77.7
37683	A0A2B7XYC7	N4VAA4	77.7
37684	A0A2B7XYC7	A0A4R8R015	77.7
37685	A0A2B7XYC7	A0A194UX87	77.6
37686	A0A2B7XYC7	W9J4H7	77.6
37687	A0A2B7XYC7	F9F678	77.6
37688	A0A2B7XYC7	A0A1W2TQY8	77.6
37689	A0A2B7XYC7	N4TXI0	77.6
37690	A0A2B7XYC7	A0A1B8AE72	77.6
37691	A0A2B7XYC7	X0CZJ3	77.6
37692	A0A2B7XYC7	A0A0D2YGJ6	77.6
37693	A0A2B7XYC7	A0A2H3H306	77.6
37694	A0A2B7XYC7	N1S467	77.6
37695	A0A2B7XYC7	A0A507B7L9	77.6
37696	A0A2B7XYC7	T0KZZ1	77.5
37697	A0A2B7XYC7	A0A395N0T1	77.5
37698	A0A2B7XYC7	A0A0E0SDM0	77.5
37699	A0A2B7XYC7	S3D7K6	77.5
37700	A0A2B7XYC7	A0A2T4H210	77.5
37701	A0A2B7XYC7	L2FC28	77.4
37702	A0A2B7XYC7	A0A010RMG6	77.4
37703	A0A2B7XYC7	A0A166RI72	77.4
37704	A0A2B7XYC7	A0A1G4BGG5	77.4
37705	A0A2B7XYC7	A0A4U6X6L6	77.4
37706	A0A2B7XYC7	A0A1Y2WV54	77.3
37707	A0A2B7XYC7	A0A395TAD6	77.3
37708	A0A2B7XYC7	A0A4T0WKD8	77.2
37709	A0A2B7XYC7	A0A4Z0YFK3	77.2
37710	A0A2B7XYC7	A0A1Y2VR85	77.2
37711	A0A2B7XYC7	A0A2N3N139	77.2
37712	A0A2B7XYC7	A0A5Q4BJR1	77.1
37713	A0A2B7XYC7	A0A162IAZ2	77.1
37714	A0A2B7XYC7	A0A423WGA7	77.0
37715	A0A2B7XYC7	A0A423XHQ7	77.0
37716	A0A2B7XYC7	A0A066X5A7	76.9
37717	A0A2B7XYC7	E3QV85	76.9
37718	A0A2B7XYC7	A0A2L2SPC1	76.9
37719	A0A2B7XYC7	A0A2S6C2B0	76.9
37720	A0A2B7XYC7	F0X7T2	76.9
37721	A0A2B7XYC7	A0A6P8BIP6	76.9
37722	A0A2B7XYC7	A0A395SP46	76.7
37723	A0A2B7XYC7	G4N5G7	76.7
37724	A0A2B7XYC7	M2YUV9	76.7
37725	A0A2B7XYC7	M3CF66	76.6
37726	A0A2B7XYC7	G4U5F6	76.6
37727	A0A2B7XYC7	A0A4Q4YUR7	76.6
37728	A0A2B7XYC7	A0A2I0RJV3	76.6
37729	A0A2B7XYC7	G2R1V2	76.5
37730	A0A2B7XYC7	Q2H3S5	76.4
37731	A0A2B7XYC7	A0A4Q4VQ69	76.4
37732	A0A2B7XYC7	A0A5N6KBE6	76.3
37733	A0A2B7XYC7	A0A553HPK9	76.3
37734	A0A2B7XYC7	A0A4Q4VBJ1	76.3
37735	A0A2B7XYC7	A0A0G4KKU1	76.2
37736	A0A2B7XYC7	A0A4V1XNJ5	76.1
37737	A0A2B7XYC7	A0A3M9Y5X2	76.0
37738	A0A2B7XYC7	A0A4Q4TAX8	76.0
37739	A0A2B7XYC7	A0A0C4E9L8	76.0
37740	A0A2B7XYC7	A0A4Q4UNX4	76.0
37741	A0A2B7XYC7	A0A090CAV9	76.0
37742	A0A2B7XYC7	A0A139GXZ0	75.9
37743	A0A2B7XYC7	A0A439D947	75.8
37744	A0A2B7XYC7	A0A4Q4YSZ1	75.7
37745	A0A2B7XYC7	J3PH24	75.5
37746	A0A2B7XYC7	A0A218ZHE2	75.4
37747	A0A2B7XYC7	A0A135V8D0	75.0
37748	A0A2B7XYC7	W6Q7N2	75.0
37749	A0A2B7XYC7	G2XHT3	74.4
37750	A0A2B7XYC7	C9SS38	73.6
37751	A0A2B7XYC7	G2QME6	73.1
37752	A0A2B7XYC7	A0A423W9P7	72.8
37753	A0A2B7XYC7	A0A165CTU6	52.9
37754	A0A2B7XYC7	A0A5C3KN19	52.4
37755	A0A2B7XYC7	A0A074S3I4	52.0
37756	A0A2B7XYC7	A0A0B7F5J3	51.8
37757	A0A2B7XYC7	A0A2H3JSG5	51.7
37758	A0A2B7XYC7	A0A1X6MWH7	51.6
37759	A0A2B7XYC7	A0A165U9X1	51.6
37760	A0A2B7XYC7	A0A286U5Q1	51.6
37761	A0A2B7XYC7	A0A1M2VA28	51.6
37762	A0A2B7XYC7	A0A060SVX6	51.4
37763	A0A2B7XYC7	K5WGG5	51.3
37764	A0A2B7XYC7	A0A165F0M1	51.3
37765	A0A2B7XYC7	M2PWC9	51.3
37767	A0A2B7XYC7	J4IBN1	51.1
37768	A0A2B7XYC7	A0A165ILZ5	51.0
37769	A0A2B7XYC7	S8FNA5	51.0
37770	A0A2B7XYC7	A0A4R0RDJ8	51.0
37771	A0A2B7XYC7	A0A1B7NGS0	51.0
37772	A0A2B7XYC7	A0A0C3NHS8	51.0
37774	A0A2B7XYC7	A0A5M3MJ52	50.9
37775	A0A2B7XYC7	A0A550CU55	50.9
37776	A0A2B7XYC7	K5XK42	50.9
37777	A0A2B7XYC7	A0A0D7BBW7	50.9
37778	A0A2B7XYC7	A0A4Q9PTL3	50.8
37779	A0A2B7XYC7	V2WB91	50.8
37780	A0A2B7XYC7	R7SWA7	50.8
37781	A0A2B7XYC7	M5GCQ7	50.7
37782	A0A2B7XYC7	D8PVH1	50.7
37783	A0A2B7XYC7	A0A166DDH7	50.7
37784	A0A2B7XYC7	A0A164WSN9	50.7
37785	A0A2B7XYC7	A0A4S8M4X0	50.7
37786	A0A2B7XYC7	A0A2H3ETP7	50.7
37787	A0A2B7XYC7	A0A5N5QNB3	50.7
37788	A0A2B7XYC7	A0A5C3LYG0	50.7
37789	A0A2B7XYC7	A0A4S4MTI8	50.7
37790	A0A2B7XYC7	A0A371CLQ4	50.6
37791	A0A2B7XYC7	A0A1J8PQ85	50.6
37792	A0A2B7XYC7	A0A2H3BQD5	50.6
37793	A0A2B7XYC7	A0A1Y2IML5	50.5
37794	A0A2B7XYC7	A0A2A9N9H1	50.4
37795	A0A2B7XYC7	A0A0D0CSB1	50.4
37796	A0A2B7XYC7	A0A1Q3EBI7	50.4
37797	A0A2B7XYC7	A0A167P4E4	50.3
37798	A0A2B7XYC7	A0A5C3Q819	50.3
37799	A0A2B7XYC7	A0A5C3NW19	50.3
37800	A0A2B7XYC7	A0A409VUL1	50.3
37801	A0A2B7XYC7	A0A0C9T9D2	50.2
37802	A0A2B7XYC7	A0A401GA83	50.2
37803	A0A2B7XYC7	W4JTB1	50.1
37804	A0A2B7XYC7	A0A284QYF0	50.1
37805	A0A2B7XYC7	A0A0D2NCE0	50.1
37806	A0A2B7XYC7	A0A2G8SRN5	50.1
37807	A0A2B7XYC7	A0A0H2RJ10	50.0
37808	A0A2B7XYC7	A0A4Z0A149	50.0
37809	A0A2B7XYC7	A0A165VRV2	49.9
37810	A0A2B7XYC7	A0A5C3N508	49.9
37811	A0A2B7XYC7	A0A369JI11	49.8
37812	A0A2B7XYC7	A0A1Y2BZ16	49.8
37813	A0A2B7XYC7	A0A5B1QN96	49.7
37814	A0A2B7XYC7	A0A067PQ89	49.6
37815	A0A2B7XYC7	A0A0L6X0R2	49.5
37816	A0A2B7XYC7	F8Q303	49.3
37817	A0A2B7XYC7	A0A5E3X2T7	49.2
37818	A0A2B7XYC7	A0A4Y9YV70	49.0
37819	A0A2B7XYC7	A0A166GS67	48.9
37820	A0A2B7XYC7	A0A0C9T329	48.9
37821	A0A2B7XYC7	A0A4Y9YTF6	48.8
37822	A0A2B7XYC7	A0A067N510	48.4
37823	A0A2B7XYC7	A0A067SV84	47.2
37824	A7E6B5	A0A4Z1KC62	96.4
37825	A7E6B5	W9CNQ9	95.8
37826	A7E6B5	M7UID6	95.6
37827	A7E6B5	A0A5M9JVZ9	95.3
37828	A7E6B5	A0A4Y8D203	95.2
37829	A7E6B5	G2XS59	95.2
37830	A7E6B5	A0A4Z1L148	95.2
37831	A7E6B5	A0A395IKF8	94.0
37832	A7E6B5	A0A2S7P6M0	90.3
37833	A7E6B5	A0A2S7QS87	89.7
37834	A7E6B5	H0ELG6	89.4
37835	A7E6B5	A0A1E1KHE7	88.1
37836	A7E6B5	A0A5N6KBE6	87.8
37837	A7E6B5	A0A370TVS3	85.9
37838	A7E6B5	A0A559MAH0	85.3
37839	A7E6B5	A0A5N5KQM7	84.7
37840	A7E6B5	A0A5N5JXS7	84.5
37841	A7E6B5	A0A3M2SL30	84.4
37842	A7E6B5	A0A428NE95	84.2
37843	A7E6B5	A0A1Y2EKH6	84.2
37844	A7E6B5	A0A428UCX7	84.2
37845	A7E6B5	A0A517L855	84.2
37846	A7E6B5	A0A428PAC1	84.1
37847	A7E6B5	A0A6A6Y0P5	84.1
37848	A7E6B5	C7ZD82	83.9
37849	A7E6B5	G0RRS1	83.9
37850	A7E6B5	A0A2T4BTG5	83.9
37851	A7E6B5	T0KZZ1	83.9
37852	A7E6B5	A0A1W2TQY8	83.8
37853	A7E6B5	A0A1J7JQ54	83.8
37854	A7E6B5	A0A507B7L9	83.8
37855	A7E6B5	A0A5Q4BJR1	83.7
37856	A7E6B5	L2FC28	83.7
37857	A7E6B5	R8BGK6	83.6
37858	A7E6B5	A0A7C8IM37	83.6
37859	A7E6B5	A0A4Z0YFK3	83.3
37860	A7E6B5	A0A1Y2VR85	83.3
37861	A7E6B5	A0A1V1TC36	83.3
37862	A7E6B5	A0A420Y6G0	83.2
37863	A7E6B5	W3XJD9	83.2
37864	A7E6B5	A0A175W4Q6	83.2
37865	A7E6B5	A0A4R8R015	83.1
37866	A7E6B5	N4VAA4	83.1
37867	A7E6B5	A0A0C4E9L8	83.0
37868	A7E6B5	A0A194UX87	83.0
37869	A7E6B5	J3PH24	82.9
37870	A7E6B5	A0A4T0WKD8	82.8
37871	A7E6B5	A0A084GCK7	82.7
37872	A7E6B5	F0X7T2	82.7
37873	A7E6B5	A0A2T3ZV55	82.7
37874	A7E6B5	A0A2B7Z2F3	82.7
37875	A7E6B5	A0A423WGA7	82.7
37876	A7E6B5	A0A2N3N139	82.6
37877	A7E6B5	G9N8S0	82.6
37878	A7E6B5	A0A395N9G7	82.6
37879	A7E6B5	A0A0F9XM87	82.6
37880	A7E6B5	G9NP24	82.6
37881	A7E6B5	A0A1G4BGG5	82.5
37882	A7E6B5	A0A162MZU6	82.5
37883	A7E6B5	A0A010RMG6	82.5
37884	A7E6B5	A0A218ZHE2	82.5
37885	A7E6B5	S0DVK4	82.4
37886	A7E6B5	N4TXI0	82.4
37887	A7E6B5	A0A136J8S2	82.4
37888	A7E6B5	N1S467	82.4
37889	A7E6B5	A0A0D2YGJ6	82.4
37890	A7E6B5	A0A2K0WVU4	82.4
37891	A7E6B5	X0CZJ3	82.4
37892	A7E6B5	A0A2H3H306	82.4
37893	A7E6B5	F9F678	82.4
37894	A7E6B5	W9J4H7	82.4
37895	A7E6B5	A0A2P4ZJM8	82.4
37896	A7E6B5	A0A163E1X7	82.4
37897	A7E6B5	A0A2T4H210	82.3
37898	A7E6B5	A0A0E0SDM0	82.3
37899	A7E6B5	A0A2T3YX01	82.3
37900	A7E6B5	A0A1B8AE72	82.3
37901	A7E6B5	W7N4L9	82.3
37902	A7E6B5	A0A4U6X6L6	82.2
37903	A7E6B5	A0A166RI72	82.2
37904	A7E6B5	A0A6P8BIP6	82.1
37905	A7E6B5	A0A423XHQ7	82.1
37906	A7E6B5	A0A1J9PEQ4	82.1
37907	A7E6B5	E3QV85	82.1
37908	A7E6B5	A0A395N0T1	82.0
37909	A7E6B5	A0A1Y2WV54	82.0
37910	A7E6B5	S3D7K6	82.0
37911	A7E6B5	A0A395TAD6	82.0
37912	A7E6B5	A0A162IAZ2	81.9
37913	A7E6B5	A0A1L9SKB6	81.8
37914	A7E6B5	A0A2P5HRC7	81.8
37915	A7E6B5	A0A1Y2UY51	81.7
37916	A7E6B5	A0A4Q4VBJ1	81.7
37917	A7E6B5	G4N5G7	81.6
37918	A7E6B5	A0A0G4KKU1	81.6
37919	A7E6B5	A0A066X5A7	81.6
37920	A7E6B5	G4U5F6	81.6
37921	A7E6B5	A0A4U0TJT0	81.5
37922	A7E6B5	A0A2K1QGL6	81.5
37923	A7E6B5	A0A135V8D0	81.4
37924	A7E6B5	A0A4Q4YUR7	81.4
37925	A7E6B5	A0A4Q4VQ69	81.4
37926	A7E6B5	A0A2L2SPC1	81.4
37927	A7E6B5	A0A4Q4TAX8	81.4
37928	A7E6B5	G2R1V2	81.4
37929	A7E6B5	A0A3M9Y5X2	81.3
37930	A7E6B5	A0A395SP46	81.2
37931	A7E6B5	A0A074YNW2	81.2
37932	A7E6B5	A0A4Q4UNX4	81.1
37933	A7E6B5	A0A439D947	81.1
37934	A7E6B5	A0A2T3AAA4	81.1
37935	A7E6B5	A0A7H8QPQ1	81.1
37936	A7E6B5	A0A4V1XNJ5	80.8
37937	A7E6B5	A0A074WF13	80.8
37938	A7E6B5	Q2H3S5	80.8
37939	A7E6B5	A0A0D1ZSC5	80.7
37940	A7E6B5	A0A4Q4YSZ1	80.6
37941	A7E6B5	H6BU34	80.6
37942	A7E6B5	A0A074W4F7	80.6
37943	A7E6B5	W9X977	80.5
37944	A7E6B5	A0A0D2L0R8	80.5
37945	A7E6B5	A0A0D2CY69	80.5
37946	A7E6B5	A0A0G2EW25	80.5
37947	A7E6B5	A0A150V9F0	80.5
37948	A7E6B5	A0A0G2G1B8	80.5
37949	A7E6B5	A0A0D2BJ30	80.4
37950	A7E6B5	A0A178ZH86	80.4
37951	A7E6B5	W9YRP8	80.3
37952	A7E6B5	A0A0D2EK50	80.2
37953	A7E6B5	R1EEN8	80.2
37954	A7E6B5	A0A2I2F6L9	80.1
37955	A7E6B5	A0A0D2JCG4	80.0
37956	A7E6B5	A0A072PRU7	80.0
37957	A7E6B5	A0A5N5D932	80.0
37958	A7E6B5	A0A1L9W0D4	80.0
37959	A7E6B5	A0A017SR18	80.0
37960	A7E6B5	A0A0D2DMY6	79.9
37961	A7E6B5	A0A1J9QW67	79.9
37962	A7E6B5	A0A090CAV9	79.8
37963	A7E6B5	A0A0D2F3N4	79.8
37964	A7E6B5	A0A553HPK9	79.7
37965	A7E6B5	A0A2P7ZE34	79.7
37966	A7E6B5	G2XHT3	79.7
37967	A7E6B5	A0A0D2CX58	79.6
37968	A7E6B5	W9Y7V1	79.6
37969	A7E6B5	C9SS38	79.5
37970	A7E6B5	W9W4X4	79.3
37971	A7E6B5	A0A0N0NJ30	79.0
37972	A7E6B5	M2YUV9	78.8
37973	A7E6B5	M3CF66	78.1
37974	A7E6B5	W2S189	78.1
37975	A7E6B5	A0A139GXZ0	77.7
37976	A7E6B5	A0A1V6UEN6	77.7
37977	A7E6B5	A0A2S6C2B0	77.6
37978	A7E6B5	A0A423W9P7	77.5
37979	A7E6B5	A0A1C1C6C4	77.2
37980	A7E6B5	A0A2I0RJV3	76.9
37981	A7E6B5	Q2UNA0	76.3
37982	A7E6B5	G2QME6	75.6
37983	A7E6B5	W6Q7N2	72.8
37984	A7E6B5	A0A165CTU6	54.1
37985	A7E6B5	A0A074S3I4	53.2
37986	A7E6B5	V2WB91	52.3
37987	A7E6B5	A0A0C3NHS8	52.2
37988	A7E6B5	A0A1M2VA28	52.1
37989	A7E6B5	A0A060SVX6	52.1
37990	A7E6B5	A0A4S8M4X0	52.0
37991	A7E6B5	A0A5C3KN19	51.9
37992	A7E6B5	A0A0D0CSB1	51.9
37993	A7E6B5	A0A4Q9PTL3	51.9
37994	A7E6B5	R7SWA7	51.9
37995	A7E6B5	M5GCQ7	51.8
37996	A7E6B5	A0A1J8PQ85	51.7
37997	A7E6B5	A0A165F0M1	51.7
37998	A7E6B5	A0A409VUL1	51.7
37999	A7E6B5	A0A5N5QNB3	51.6
38000	A7E6B5	A0A286U5Q1	51.6
38001	A7E6B5	A0A167P4E4	51.6
38002	A7E6B5	A0A2H3ETP7	51.6
38003	A7E6B5	K5WGG5	51.6
38004	A7E6B5	A0A1B7NGS0	51.6
38005	A7E6B5	A0A165ILZ5	51.6
38006	A7E6B5	A0A371CLQ4	51.5
38007	A7E6B5	A0A1Y2IML5	51.5
38009	A7E6B5	A0A4R0RDJ8	51.4
38010	A7E6B5	A0A0B7F5J3	51.3
38011	A7E6B5	A0A5C3NW19	51.3
38012	A7E6B5	A0A2H3BQD5	51.3
38013	A7E6B5	A0A5C3N508	51.3
38014	A7E6B5	J4IBN1	51.3
38015	A7E6B5	M2PWC9	51.2
38016	A7E6B5	A0A1Q3EBI7	51.2
38017	A7E6B5	A0A5C3Q819	51.1
38018	A7E6B5	A0A165VRV2	51.1
38019	A7E6B5	A0A2A9N9H1	51.1
38020	A7E6B5	A0A0D7BBW7	51.0
38021	A7E6B5	A0A166DDH7	51.0
38022	A7E6B5	A0A164WSN9	51.0
38023	A7E6B5	W4JTB1	51.0
38024	A7E6B5	A0A4S4MTI8	51.0
38025	A7E6B5	A0A0D2NCE0	51.0
38026	A7E6B5	A0A5M3MJ52	50.9
38027	A7E6B5	A0A284QYF0	50.9
38028	A7E6B5	A0A550CU55	50.9
38029	A7E6B5	K5XK42	50.8
38030	A7E6B5	D8PVH1	50.8
38031	A7E6B5	A0A165U9X1	50.7
38032	A7E6B5	A0A0L6X0R2	50.7
38033	A7E6B5	F8Q303	50.7
38034	A7E6B5	A0A1X6MWH7	50.7
38036	A7E6B5	A0A5C3LYG0	50.7
38037	A7E6B5	A0A2G8SRN5	50.6
38038	A7E6B5	A0A401GA83	50.6
38039	A7E6B5	A0A2H3JSG5	50.5
38040	A7E6B5	S8FNA5	50.4
38041	A7E6B5	A0A166GS67	50.4
38042	A7E6B5	A0A0H2RJ10	50.4
38043	A7E6B5	A0A4Z0A149	50.3
38044	A7E6B5	A0A1Y2BZ16	50.2
38045	A7E6B5	A0A0C9T9D2	50.2
38046	A7E6B5	A0A369JI11	50.1
38047	A7E6B5	A0A067PQ89	50.1
38048	A7E6B5	A0A5E3X2T7	50.1
38049	A7E6B5	A0A5B1QN96	49.9
38050	A7E6B5	A0A4Y9YV70	49.3
38051	A7E6B5	A0A0C9T329	48.4
38052	A7E6B5	A0A067SV84	48.4
38053	A7E6B5	A0A067N510	48.0
38054	A7E6B5	A0A4Y9YTF6	47.9
38055	A0A2B7Z2F3	A0A1J9PEQ4	90.2
38056	A0A2B7Z2F3	A0A1L9SKB6	86.6
38057	A0A2B7Z2F3	A0A072PRU7	84.8
38058	A0A2B7Z2F3	A0A178ZH86	84.7
38059	A0A2B7Z2F3	A0A7H8QPQ1	84.5
38060	A0A2B7Z2F3	A0A017SR18	84.2
38061	A0A2B7Z2F3	A0A0D2L0R8	84.0
38062	A0A2B7Z2F3	H6BU34	83.9
38063	A0A2B7Z2F3	A0A1L9W0D4	83.9
38064	A0A2B7Z2F3	A0A2I2F6L9	83.8
38065	A0A2B7Z2F3	A0A0D2CY69	83.8
38066	A0A2B7Z2F3	W9W4X4	83.8
38067	A0A2B7Z2F3	A0A0D1ZSC5	83.8
38068	A0A2B7Z2F3	W9X977	83.7
38069	A0A2B7Z2F3	A0A0D2EK50	83.4
38070	A0A2B7Z2F3	A0A0D2DMY6	83.2
38071	A0A2B7Z2F3	A0A0D2CX58	82.8
38072	A0A2B7Z2F3	A0A0D2BJ30	82.8
38073	A0A2B7Z2F3	A0A0D2JCG4	82.6
38074	A0A2B7Z2F3	M7UID6	82.6
38075	A0A2B7Z2F3	W9YRP8	82.3
38076	A0A2B7Z2F3	A0A5M9JVZ9	82.3
38077	A0A2B7Z2F3	H0ELG6	82.2
38078	A0A2B7Z2F3	A0A0D2F3N4	82.2
38079	A0A2B7Z2F3	G2XS59	82.2
38080	A0A2B7Z2F3	W9Y7V1	82.1
38081	A0A2B7Z2F3	A0A1E1KHE7	82.1
38082	A0A2B7Z2F3	A0A4Z1L148	82.1
38083	A0A2B7Z2F3	A0A370TVS3	82.1
38084	A0A2B7Z2F3	A0A4Z1KC62	82.1
38085	A0A2B7Z2F3	A0A4Y8D203	81.6
38086	A0A2B7Z2F3	R1EEN8	81.5
38087	A0A2B7Z2F3	A0A517L855	81.5
38088	A0A2B7Z2F3	W9CNQ9	81.2
38089	A0A2B7Z2F3	A0A1C1C6C4	81.0
38090	A0A2B7Z2F3	A0A0N0NJ30	80.8
38091	A0A2B7Z2F3	A0A5N5D932	80.8
38092	A0A2B7Z2F3	A0A6A6Y0P5	80.5
38093	A0A2B7Z2F3	A0A559MAH0	80.5
38094	A0A2B7Z2F3	A0A074YNW2	80.4
38095	A0A2B7Z2F3	A0A5N5KQM7	80.3
38096	A0A2B7Z2F3	A0A074WF13	80.3
38097	A0A2B7Z2F3	R8BGK6	80.2
38098	A0A2B7Z2F3	A0A074W4F7	80.2
38099	A0A2B7Z2F3	A0A0G2EW25	80.0
38100	A0A2B7Z2F3	A0A2K1QGL6	80.0
38101	A0A2B7Z2F3	A0A163E1X7	79.9
38102	A0A2B7Z2F3	A0A1J7JQ54	79.9
38103	A0A2B7Z2F3	A0A175W4Q6	79.9
38104	A0A2B7Z2F3	A0A428PAC1	79.9
38105	A0A2B7Z2F3	A0A420Y6G0	79.9
38106	A0A2B7Z2F3	A0A5N5JXS7	79.9
38107	A0A2B7Z2F3	A0A4U0TJT0	79.8
38108	A0A2B7Z2F3	A0A395IKF8	79.7
38109	A0A2B7Z2F3	Q2UNA0	79.6
38110	A0A2B7Z2F3	A0A2S7P6M0	79.6
38111	A0A2B7Z2F3	A0A428UCX7	79.6
38112	A0A2B7Z2F3	A0A3M2SL30	79.6
38113	A0A2B7Z2F3	A0A150V9F0	79.6
38114	A0A2B7Z2F3	A0A1J9QW67	79.6
38115	A0A2B7Z2F3	A0A428NE95	79.4
38116	A0A2B7Z2F3	C7ZD82	79.3
38117	A0A2B7Z2F3	A0A2T3AAA4	79.1
38118	A0A2B7Z2F3	A0A4T0WKD8	79.0
38119	A0A2B7Z2F3	G0RRS1	79.0
38120	A0A2B7Z2F3	A0A2T4BTG5	79.0
38121	A0A2B7Z2F3	A0A084GCK7	79.0
38122	A0A2B7Z2F3	A0A2T3ZV55	78.8
38123	A0A2B7Z2F3	A0A0F9XM87	78.8
38124	A0A2B7Z2F3	A0A5Q4BJR1	78.7
38125	A0A2B7Z2F3	A0A4U6X6L6	78.7
38126	A0A2B7Z2F3	A0A1V6UEN6	78.7
38127	A0A2B7Z2F3	G9NP24	78.7
38128	A0A2B7Z2F3	G9N8S0	78.7
38129	A0A2B7Z2F3	A0A2P7ZE34	78.6
38130	A0A2B7Z2F3	A0A2S7QS87	78.6
38131	A0A2B7Z2F3	A0A162MZU6	78.6
38132	A0A2B7Z2F3	A0A0E0SDM0	78.5
38133	A0A2B7Z2F3	A0A2T4H210	78.5
38134	A0A2B7Z2F3	A0A162IAZ2	78.4
38135	A0A2B7Z2F3	S0DVK4	78.4
38136	A0A2B7Z2F3	A0A1B8AE72	78.4
38137	A0A2B7Z2F3	A0A395N9G7	78.4
38138	A0A2B7Z2F3	A0A507B7L9	78.4
38139	A0A2B7Z2F3	A0A2N3N139	78.4
38140	A0A2B7Z2F3	A0A7C8IM37	78.2
38141	A0A2B7Z2F3	A0A2P4ZJM8	78.2
38142	A0A2B7Z2F3	M2YUV9	78.2
38143	A0A2B7Z2F3	A0A1G4BGG5	78.1
38144	A0A2B7Z2F3	A0A010RMG6	78.1
38145	A0A2B7Z2F3	A0A166RI72	78.1
38146	A0A2B7Z2F3	A0A194UX87	78.1
38147	A0A2B7Z2F3	A0A0G2G1B8	78.1
38148	A0A2B7Z2F3	A0A1Y2EKH6	78.1
38149	A0A2B7Z2F3	W3XJD9	78.1
38150	A0A2B7Z2F3	A0A066X5A7	78.0
38151	A0A2B7Z2F3	E3QV85	78.0
38152	A0A2B7Z2F3	A0A1Y2WV54	77.9
38153	A0A2B7Z2F3	A0A2K0WVU4	77.9
38154	A0A2B7Z2F3	A0A1W2TQY8	77.9
38155	A0A2B7Z2F3	A0A395TAD6	77.9
38156	A0A2B7Z2F3	W2S189	77.9
38157	A0A2B7Z2F3	A0A4R8R015	77.8
38158	A0A2B7Z2F3	T0KZZ1	77.8
38159	A0A2B7Z2F3	N4VAA4	77.8
38160	A0A2B7Z2F3	A0A1Y2UY51	77.8
38161	A0A2B7Z2F3	W7N4L9	77.8
38162	A0A2B7Z2F3	A0A2L2SPC1	77.8
38163	A0A2B7Z2F3	S3D7K6	77.8
38164	A0A2B7Z2F3	N4TXI0	77.8
38165	A0A2B7Z2F3	N1S467	77.8
38166	A0A2B7Z2F3	X0CZJ3	77.8
38167	A0A2B7Z2F3	A0A2H3H306	77.8
38168	A0A2B7Z2F3	F9F678	77.8
